,사업자등록번호,데이터수집일자,기업명,기업영문명,대표자명,종업원수,종업원수기준년월,산업분류코드,산업분류코드설명,기업규모,기업형태,업태명,설립일,이메일주소,전화번호,팩스전화번호,우편번호,주소,상세주보,휴폐업구분,상태발생일자,휴폐업수정일,CRI등급,CRI기준일,결산일자,매출액,영업이익,자본총계금액,부채총계금액,자산총계금액,작업구분코드,데이터생성일자,연계처리상태코드,연계처리일자
3352,6398800782,20210703,(주)비욘***,BEYOND LI***,최**,8.0,2019-03,62021,컴퓨터시스템 통합 자문 및 구축 서비스업,중소기업,일반,도매/서비스,20150423,,0260210402,0260210402,38453,경북 경산시 진량읍 대구대로 201,"1313호 대구대특화센터 (내리리,경북테크노파크 산학협력단알앤디센터)",,,,C3,20210831,20161231,136000.0,5000.0,53000.0,275000.0,328000.0,I,20221104,,
3353,1078806261,20210703,(주)지티***,GT**,방**,12.0,2019-03,62022,컴퓨터 시설 관리업,중소기업,일반,,20160510,,02-836-3412,02-836-3413,07803,서울특별시 강서구 마곡중앙6로,"70, 605호 (마곡동,매그넘797)",,,,C2,20210831,,,,,,,I,20221104,,
3354,1128700938,20210703,(주)**,,백**,36.0,2019-03,62090,기타 정보기술 및 컴퓨터 운영 관련 서비스업,중소기업,일반,아이티(IT)솔루션 컨설팅외,20160519,,  0226512530,0264556890,06136,서울 강남구 봉은사로30길,"54, 6층 (역삼동,장한빌딩)",,,,C3,20210831,20191231,1982604.0,171689.0,536295.0,607952.0,1144247.0,I,20221104,,
3355,5058107658,20210703,(주)동해정***,DONGHAE TELECOMM. ***,강*,5.0,2021-04,42321,일반 통신 공사업,중소기업,일반,건설업/부동산업/서비스/소매업/제조업,20070605,,054-776-4500,054-777-4222,38057,경북 경주시 재동길 52,1층 (충효동),,,,B3,20210915,20201231,598276.0,208543.0,1242449.0,267363.0,1509812.0,I,20221104,,
3356,1408708352,20210703,(주)티에이엔지***,TA ENGINEERING I***,곽**,8.0,2020-04,62021,컴퓨터시스템 통합 자문 및 구축 서비스업,중소기업,일반,,20170531,dskwak@taeng.co.kr, 03180182091,031 6396592,13201,경기 성남시 중원구 갈마치로 314,"816호 (상대원동,성남센트럴비즈타워)",,,,C2,20210915,20191231,2216466.0,161347.0,433589.0,1389254.0,1822843.0,I,20221104,,
3357,4248604969,20210703,(주)아이디***,"I Design Lab Co., L***",김**,4.0,2020-04,62021,컴퓨터시스템 통합 자문 및 구축 서비스업,중소기업,일반,,20171020,,  0263580033,0263580044,04043,서울 마포구 잔다리로3안길 24,"303호 (서교동,LIME HOUSE)",,,,C2,20210915,,,,,,,I,20221104,,
3358,1138601097,20210703,(주)리원***,"Liwonace Co., L***",김**,14.0,2019-03,62021,컴퓨터시스템 통합 자문 및 구축 서비스업,중소기업,일반,도소매,20130315,,07072090444,07072090445,08589,서울특별시 금천구 디지털로 130,"1212호 (가산동,에이스테크노타워9차(남성프라자))",,,,C2,20210815,20181231,2737532.0,-110278.0,524043.0,966909.0,1490952.0,I,20221104,,
3359,6848106803,20210703,(주)리앙***,"RIANag Co.,L***",장**,92.0,2021-04,62021,컴퓨터시스템 통합 자문 및 구축 서비스업,중소기업,일반,서비스,20170621,,02-2635-3601,02-2635-3602,07532,서울특별시 강서구 양천로 551-17,"310,311호 (가양동,한화비즈메트로1차)",,,,B2,20210815,20201231,5651534.0,216833.0,781299.0,1152655.0,1933954.0,I,20221104,,
3360,1058702015,20210703,(주)데이***,"Data  Clip Co.,L***",송**,55.0,2019-03,62021,컴퓨터시스템 통합 자문 및 구축 서비스업,중소기업,일반,서비스/출판. 영상. 방송통신,20110907,sangsn97@naver.com,070 44739388,02-6442-4927,08506,서울 금천구 가산디지털1로 145,"1207호 (가산동,에이스하이앤드타워3차)",,,,B2,20210815,20181231,4394000.0,-204000.0,1570000.0,6346000.0,7916000.0,I,20221104,,
3361,3198602032,20210703,(주)수한***,"Suhan ENG Co., L***",윤**,9.0,2020-04,42321,일반 통신 공사업,중소기업,일반,건설업/도소매/서비스/제조업,20181213,,0632450113,063-714-2113,55315,전라북도 완주군 봉동읍 완주산단6로 224,전북테크노파크 전북과학기술진흥센터 창조관 221-222호 (둔산리),,,,C2,20211115,20201231,572181.0,7071.0,221715.0,221817.0,443531.0,I,20221104,,
3362,1178105037,20210703,(주)지엠디***,"GMD Telecom Co.,L***",김**,4.0,2019-03,42322,내부 통신배선 공사업,중소기업,일반,건설/도소매/제조/제조업,20080228,,02  26497393,02-2649-7392,07207,서울 영등포구 양평로21길 26,"708호 (양평동5가,선유도역1차아이에스비즈타워)",,,,B3,20211115,20191231,1487692.0,10919.0,921199.0,188449.0,1109648.0,I,20221104,,
3363,2148804723,20210703,(주)에스앤씨네***,"SNC NETWORKS CO.,L***",최**,3.0,2020-12,47910,통신 판매업,중소기업,외감,도소매,20070110,,02  69083235,02  60208251,06234,서울특별시 강남구 테헤란로 128,"2층 257호 (역삼동,성곡빌딩)",휴업취소,,20200731,B1,20211115,20201231,407050.0,-43193.0,16557812.0,25019108.0,41576920.0,I,20221104,,
3364,1198703735,20210703,(주)**,"VITCON Co.,L***",김**,30.0,2019-03,58222,응용 소프트웨어 개발 및 공급업,중소기업,일반,서비스,20150114,shkim@vitcon.co.kr,02  62649990,070 78789990,08503,서울특별시 금천구 가산디지털1로 165,"1202호 (가산동,가산비지니스센터)",,,,C3,20210815,20191231,2240551.0,-2109981.0,195658.0,4130557.0,4326216.0,I,20221104,,
3365,1208803882,20210703,(주)빅데이터***,"Big Data Korea Co., L***",지**,3.0,2020-04,62021,컴퓨터시스템 통합 자문 및 구축 서비스업,중소기업,일반,서비스 외,20150105,fredji@bigdtakr.com,02-6188-0534,02-6188-0503,06162,서울특별시 강남구 테헤란로63길 9,"10층 1015호 (삼성동,롯데캐슬클라쎄)",,,,C3,20210831,20151231,125097.0,-18708.0,31319.0,8965.0,40283.0,I,20221104,,
3366,4188101486,20210703,(주)**,"El Tem Co., L***",김**,6.0,2019-03,62010,컴퓨터 프로그래밍 서비스업,중소기업,일반,제조업,20141209,,063 905 9531,063 905 9530,54853,전라북도 전주시 덕진구 반룡로,"109, 203호 (팔복동2가,전북테크노파크 테크노빌 비동)",,,,C3,20210831,20191231,460972.0,28469.0,323256.0,364621.0,687877.0,I,20221104,,
3367,1208800968,20210703,(주)뮤토***,Mutos M***,김**,5.0,2019-03,62010,컴퓨터 프로그래밍 서비스업,중소기업,일반,서비스.도매,20140403,joonkim@mutosmart.com,  02 5576655,02 5576161,05408,서울 강동구 양재대로81길 41,"3층 (성내동,한승빌딩)",,,,C2,20210831,20161231,864441.0,-430758.0,785915.0,383704.0,1169620.0,I,20221104,,
3368,6868603607,20210703,(주)**,Sae***,이*,,,62010,컴퓨터 프로그래밍 서비스업,중소기업,일반,,20150120,,010-2674-7810,,03159,서울특별시 종로구 종로 33,"5층 (청진동,그랑서울)",,,,B1,20210831,20201231,305600.0,23642.0,525799.0,620959.0,1146759.0,I,20221104,,
3369,5058107803,20210703,(주)비즈위즈***,"Biz Wiz System Co.,L***",정**,4.0,2019-03,62010,컴퓨터 프로그래밍 서비스업,중소기업,일반,서비스/제조,20150115,chucw@bizwizsystem.co.kr,07048952988,,03930,서울특별시 마포구 월드컵북로42다길,"25, 2층 (상암동,우진빌딩)",,,,C3,20210831,20191231,811771.0,139861.0,-134833.0,229635.0,94802.0,I,20221104,,
3370,3040506764,20210703,대송제**,Daesong Lumber M***,장**,1.0,2008-03,16102,표면가공 목재 및 특정 목적용 제재목 제조업,중소기업,일반,제조업,19960301,,043 646 9799,043-642-9799,27126,충청북도 제천시 송학면 송학로14길,64 (시곡리),,,,C3,20210831,20191231,3714834.0,396840.0,489752.0,3341888.0,3831640.0,I,20221104,,
3371,1058703740,20210703,(주)아이엔아***,I En I T***,박**,7.0,2019-03,58222,응용 소프트웨어 개발 및 공급업,중소기업,일반,"서비스,도매및상품중개",20130719,,07046932625,055-792-2795,52851,경상남도 진주시 소호로,"109, 201호 (충무공동,세라믹소재종합지원센터)",,,,C2,20210831,20181231,854913.0,55183.0,357171.0,298111.0,655283.0,I,20221104,,
3372,1138109791,20210703,(주)삼***,"Samkang Tech Co.,***",김**,30.0,2019-03,26200,전자부품 제조업,중소기업,일반,제조,19991224,samskang@naver.com,032 672 2293,032 684 2298,14487,경기도 부천시 길주로425번길 101,(도당동),,,,C2,20210831,20171231,6865452.0,260110.0,3477893.0,939712.0,4417605.0,I,20221104,,
3373,1198602774,20210703,(주)인***,"Inwoo Tech, I***",송**,50.0,2021-03,62020,"컴퓨터시스템 통합 자문, 구축 및 관리업",중소기업,일반,"도소매/서비스/서비스（사업관련）업/전문, 과학 및 기술서비스업/전문공사",20100430,haemi_heo@inwoo.co.kr,02-6475-3800,02-850-3030,08378,서울 구로구 디지털로34길 55,"1506호 (구로동,코오롱싸이언스밸리2차)",,,,B2,20210815,20201231,6035694.0,-122306.0,1730359.0,1902728.0,3633087.0,I,20221104,,
3374,1068606058,20210703,(주)넥시***,"Nexsys Co.,***",오**,10.0,2018-11,46510,"컴퓨터 및 주변장치, 소프트웨어 도매업",중소기업,일반,건설업/도소매/서비스,20011026,shoh@nexsys.co.kr,070 4115 2000,02  20811457,07285,서울 영등포구 선유로,"27, 404호 (문래동5가,대륭빌딩)",,,,C1,20210915,20181231,1459647.0,239284.0,822700.0,252083.0,1074783.0,I,20221104,,
3375,1058601725,20210703,한글정보통신***,"Hangl InformationTelecom Co., L***",최**,8.0,2019-03,26329,기타 주변기기 제조업,중소기업,일반,도소매/부동산업/서비스,20001020,hangl8922@hongl.co.kr,02  26683542,02  26683543,07566,서울특별시 강서구 화곡로68길 82,"701호 (등촌동,강서아이티밸리)",,,,B1,20210915,20201231,1293249.0,-312775.0,1865836.0,711198.0,2577034.0,I,20221104,,
3376,1348601279,20210703,(주)에이유***,"AUFLEX Co., L***",박**,19.0,2019-03,26121,발광 다이오드 제조업,중소기업,일반,"제조,도매",20100824,2860299@auracom.kr,031 501 8808,031-438-0760,18383,경기 화성시 반월남길 77,(반월동),,,,C3,20210915,20201231,409241.0,-3814253.0,-18036308.0,27355133.0,9318825.0,I,20221104,,
3377,4098604033,20210703,(주)그린이***,,이**,37.0,2019-03,42322,내부 통신배선 공사업,중소기업,일반,건설/서비스/제조업,20100708,gkyhan@naver.com,062 266 4700,062 266 7227,61153,광주광역시 북구 월동로 28,"상가 202호 (두암동,무등파크맨션1차)",,,,B1,20210915,20201231,7028371.0,98479.0,2671909.0,2636249.0,5308158.0,I,20221104,,
3378,1138601159,20210703,(주)우솔네***,WOOSOL NETWO***,유**,9.0,2021-03,42321,일반 통신 공사업,중소기업,일반,건설업/도소매/서비스/제조업,20100707,,02-2698-3100,050-5332-3100,07512,서울특별시 강서구 금낭화로24가길 28,"상가 201호 (방화동,동일스위트리버)",,,,B3,20210915,20201231,1935239.0,102367.0,602270.0,446819.0,1049088.0,I,20221104,,
3379,1408105288,20210703,세광정보통신***,"Segwang Information & Communication Co., L***",박**,6.0,2021-06,42320,통신 공사업,중소기업,일반,건설업/도소매/서비스/제조업,20101020,skc4129@naver.com,031-439-8680,031-439-8681,14982,경기 시흥시 수인로2421번길 8,1층 (논곡동),,,,A3,20210915,20201231,5961369.0,64101.0,1251919.0,129876.0,1381795.0,I,20221104,,
3380,1628708654,20210703,(주)휴먼매니지먼트***,,강**,14.0,2020-04,63999,그 외 기타 정보 서비스업,중소기업,폐업,,20160526,,02  15880831,,08391,서울특별시 구로구 시흥대로 557,4층 403호 (구로동),폐업,20201231,20201231,D,20210128,20181231,2995350.0,56967.0,256942.0,299161.0,556103.0,I,20221104,,
3381,4398701034,20210703,(주)코딩로봇***,"Codingrobotlab.Co.,***",최**,8.0,2020-04,62090,기타 정보기술 및 컴퓨터 운영 관련 서비스업,중소기업,일반,,20170504,,0220399355,0220399356,06149,서울 강남구 테헤란로55길 21,"401호 (역삼동,미승빌딩)",,,,C2,20210915,20181231,40000.0,-97000.0,-13000.0,107000.0,94000.0,I,20221104,,
3382,3258700582,20210703,(주)인지네***,"In G Network Co., L***",김*,,,62021,컴퓨터시스템 통합 자문 및 구축 서비스업,중소기업,일반,서비스/제조,20170822,,02  318 6200,,04151,서울특별시 마포구 독막로,"279, 지하1층 1호 (대흥동,상장회사진흥원)",,,,C3,20210915,20191231,174330.0,-13149.0,42076.0,181372.0,223448.0,I,20221104,,
3383,8508600552,20210703,(주)레***,Leysys I***,최**,4.0,2021-07,62010,컴퓨터 프로그래밍 서비스업,중소기업,일반,,20171204,,,,06644,서울특별시 서초구 반포대로28길 94,"4층 410호 (서초동,Gwell HOMES)",,,,C2,20210930,,,,,,,I,20221104,,
3384,6248608487,20210703,(주)인문***,"Inmun ENC Co., L***",김**,5.0,2020-11,42320,통신 공사업,중소기업,일반,건설업/도매 및 소매업,20180115,,031-883-8885,031-882-2650,12654,경기도 여주시 명성로,"318, 103호 (매룡동)",,,,C2,20211129,20191231,401353.0,38484.0,206927.0,62174.0,269101.0,I,20221104,,
3385,3648603202,20210703,(주)오에스정***,"OS Information Communication Co., L***",김**,8.0,2019-05,42321,일반 통신 공사업,중소기업,일반,"건설업/도매 및 소매업/제조업/출판, 영상, 방송통신 및 정보서비스업",20180108,,031 746 7734,031 746 7737,13209,경기도 성남시 중원구 사기막골로45번길 14,"제6층 제비-615호 (상대원동,성남우림라이온스밸리2차)",,,,A3,20211124,20201231,2488274.0,45631.0,248993.0,112371.0,361364.0,I,20221104,,
3386,5398606696,20210703,시민행복서비스***,"CITIZEN HAPPY CO.,L***",김**,0.0,2020-12,75999,그 외 기타 분류 안된 사업지원 서비스업,중소기업,외감,,20190313,,02 5144783,02 5144782,06108,서울 강남구 언주로 609,"A동 2층 2호 (논현동,팍스타워)",,,,B3,20211115,20201231,1730156.0,-7849.0,736814.0,12905187.0,13642001.0,I,20221104,,
3387,1328105546,20210703,(주)오리온테크***,"ORION TECHNOLOGY CO., ***",최**,74.0,2021-09,31114,선박 구성 부분품 제조업,중소기업,외감,도매/부동산/제조업,20030806,hsongbu@hanmail.net,054 430 89023   ,054 430 8904,39670,경상북도 김천시 아포읍 아포공단길 147,(인리),,,,A1,20211115,20201231,29309196.0,2938063.0,22026641.0,4787810.0,26814452.0,I,20221104,,
3388,4028105921,20210703,(유)아이디***,"IDCK Co., L***",임**,8.0,2019-03,26410,유선 통신장비 제조업,중소기업,일반,"도매,제조외",20031108,juseng@idck.com,063 273 4411,063 273 4412,54916,전라북도 전주시 덕진구 명주6길 8-4,2층 (인후동2가),,,,C2,20211115,20051231,932260.0,402.0,286514.0,85861.0,372375.0,I,20221104,,
3389,4028101779,20210703,(유)대원통***,Daewon Communcation Construct***,유**,3.0,2019-03,42320,통신 공사업,중소기업,일반,건설/도．소매/도소매/부동산,20000124,powerdw@hanmail.net,063 212 1119,063 211 9995,55054,전라북도 전주시 완산구 거마평로,174 (효자동1가),,,,A3,20211129,20201231,584004.0,19050.0,345576.0,233719.0,579296.0,I,20221104,,
3390,1348102692,20210703,(주)**,"TERIC.Co.,***",김**,19.0,2020-12,26429,기타 무선 통신장비 제조업,중소기업,외감,제조,20011004,kehong@teric.co.kr,031 477 0536,031 477 0539,15846,경기 군포시 고래들길 28,(당정동),,,,B2,20211129,20201231,5941330.0,-290544.0,8146648.0,13717322.0,21863970.0,I,20221104,,
3391,2068601191,20210703,(주)스***,"STRAMO CO.,L***",김**,2.0,2021-07,62090,기타 정보기술 및 컴퓨터 운영 관련 서비스업,중소기업,일반,서비스,20100831,stramo@hanmail.net,02-2296-0814,02-2296-0819,06276,서울 강남구 선릉로 221,"103동 301호 (도곡동,도곡렉슬아파트)",,,,C3,20210815,20201231,46517.0,-52669.0,6763.0,109677.0,116439.0,I,20221104,,
3392,1168106869,20210703,미래로정보기술***,"Miraero Information Technology Co.,L***",이**,95.0,2008-07,62022,컴퓨터 시설 관리업,중소기업,일반,,19990517,jblee@miraeroit.co.kr,02  866 4870,02  866 7937,08381,서울 구로구 디지털로29길,"38, 606호 (구로동,에이스테크노3차)",,,,C1,20210815,20131231,51600.0,-2043.0,443835.0,130946.0,574781.0,I,20221104,,
3393,2118600619,20210703,(주)아***,"Icent Co., L***",문**,64.0,2021-03,62021,컴퓨터시스템 통합 자문 및 구축 서비스업,중소기업,외감,도소매/부동산업/서비스/제조/통신,20000225,jys80@icent.co.kr,02-6712-5800,02-3443-7794,04799,서울특별시 성동구 아차산로17길 49,"1515호 (성수동2가,생각공장데시앙플렉스)",,,,B1,20210815,20201231,24435328.0,567082.0,7997947.0,17396143.0,25394090.0,I,20221104,,
3394,2158705929,20210703,(주)제이에***,"JSC TECH CO., ***",최**,23.0,2020-05,62021,컴퓨터시스템 통합 자문 및 구축 서비스업,중소기업,일반,도매/도소매/서비스/제조,20120622,,070 4651 0090,070 8650 0090,05749,서울 송파구 성내천로39길 2,B02호 (마천동),,,,B2,20210831,20201231,2273135.0,113431.0,614291.0,1399444.0,2013735.0,I,20221104,,
3395,8988702634,20210703,(주)***,ANT***,최**,5.0,2019-10,62010,컴퓨터 프로그래밍 서비스업,중소기업,일반,,20160329,,010 9996248 5,042 718 9320,34159,대전 유성구 학하중앙로 15,(덕명동),,,,C2,20210831,20191231,245105.0,13321.0,152358.0,113674.0,266031.0,I,20221104,,
3396,5168600357,20210703,(주)와***,YLP i***,임**,56.0,2021-04,52992,"화물운송 중개, 대리 및 관련 서비스업",대기업,외감,서비스,20160204,jhshin@ylp.co.kr,02-1566-8732,02-3446-1246,17725,경기 평택시 청원로 1740,102호 (도일동),,,,C1,20210831,20201231,27678995.0,-2479369.0,9371297.0,3577118.0,12948415.0,I,20221104,,
3397,1398105541,20210703,하이넷텍***,"Hi Net Tech Co., L***",장**,5.0,2020-07,42320,통신 공사업,중소기업,일반,건설/도. 소매/서비스/제조,19990525,esjang@hinett.co.kr,032 423 0484,032 423 0485,21571,인천 남동구 남동대로733번길 54,(구월동),,,,C2,20210915,20191231,1034148.0,111268.0,782247.0,562408.0,1344655.0,I,20221104,,
3398,5528800435,20210703,(주)시***,Shi Q Oc***,전**,8.0,2021-04,58200,소프트웨어 개발 및 공급업,중소기업,일반,"도매 및 소매업/서비스/출판, 영상, 방송통신 및 정보서비스업",20150910,,02-862-5311,02-862-5312,08594,서울 금천구 가산디지털1로 5,"1712호 (가산동,대륭테크노타운20차)",,,,B3,20210915,20201231,1291459.0,135592.0,859769.0,674066.0,1533836.0,I,20221104,,
3399,3148603804,20210703,(주)라***,lin***,이**,5.0,2018-10,42321,일반 통신 공사업,중소기업,일반,건설/도소매/서비스,20150205,somma21@naver.com,042 482 0072,042 482 0062,34879,대전광역시 중구 태평로113번길 6,1층 (태평동),,,,B2,20210915,20171231,558170.0,55508.0,578113.0,113750.0,691863.0,I,20221104,,
3400,8318806827,20210703,(주)엘***,"L2tech Co., L***",이**,5.0,2016-04,42321,일반 통신 공사업,중소기업,일반,부동산업 및 임대업,20150908,, 044 8687196,044-868-7197,30023,세종 조치원읍 새내로,"131, 3층 (교리)",,,,B2,20210915,,,,,,,I,20221104,,
3401,8498704280,20210703,하나네트워크***,"HANA NETWORK CO.,L***",현**,3.0,2019-03,42322,내부 통신배선 공사업,중소기업,일반,건설업 도소매,20150901,,031 7018415,02-415-0976,13522,경기 성남시 분당구 야탑로 28,"지하1층 554호 (야탑동,우당프라자)",,,,C2,20210915,20191231,126000.0,5097.0,187875.0,12510.0,200386.0,I,20221104,,
3402,5048107690,20210703,(주)자바네***,JAVANETWO***,김**,8.0,2018-08,42321,일반 통신 공사업,중소기업,일반,건설/도매/제조,20070212,,053 939 1800,053 289 9948,41412,대구 북구 동변로24길,"22, 3층 (동변동)",,,,A3,20210915,20201231,386949.0,-28846.0,175078.0,76516.0,251594.0,I,20221104,,
3403,1208709293,20210703,(주)**,"Bumin Co.,L***",황**,3.0,2015-10,26310,컴퓨터 제조업,중소기업,일반,서비스.제조외,20070403,,02   2822121,02 5689625,06181,서울특별시 강남구 영동대로85길,"20-7, 5층 5-9 (대치동,우협빌딩)",,,,C1,20210915,,,,,,,I,20221104,,
3404,1308601065,20210703,(주)오앤***,ONC T***,박**,9.0,2021-04,42320,통신 공사업,중소기업,일반,건설업/도소매/서비스/제조업/통신판매업,20071005,yeeun1245@hanmail.net,032-329-6729,032-329-6732,14543,경기 부천시 길주로 81,"601호 (상동,모건시티)",,,,B2,20210915,20201231,4092798.0,192272.0,1434942.0,891845.0,2326787.0,I,20221104,,
3405,1228101332,20210703,(주)연합정***,"UNION INFORMATION COMMUNICATION CO.,***",송**,29.0,2020-12,46522,통신·방송장비 및 부품 도매업,중소기업,외감,"도,소매",19970620,,070 79962045,032 363 3455,21315,인천광역시 부평구 부평대로,"301, 509호 (청천동,남광센트렉스)",,,,B1,20211115,20201231,54947583.0,2646011.0,11990917.0,21135419.0,33126336.0,I,20221104,,
3406,8128805595,20210703,(주)***,"Wants Net Co., L***",이**,5.0,2020-08,62021,컴퓨터시스템 통합 자문 및 구축 서비스업,중소기업,일반,건설업/도소매/정보통신업,20190702,,02-6269-3081,0504-203-8320,14348,경기 광명시 새빛공원로,"67, B동 19층 1907호 (일직동,광명역자이타워)",,,,B3,20211129,20201231,1661542.0,125787.0,254823.0,720270.0,975093.0,I,20221104,,
3407,5158700941,20210703,원창이앤씨***,"WONCHANG E&C Co., L***",한**,10.0,2021-05,42321,일반 통신 공사업,중소기업,일반,건설업/도소매업/정보통신업/제조업,20190617,,032-567-7671,032-746-4124,22714,인천광역시 서구 서곶로 300,"401호 (심곡동,엄지빌딩)",,,,B2,20211115,20201231,2330327.0,120435.0,505051.0,353532.0,858582.0,I,20221104,,
3408,7068100154,20210703,(주)***,"Unitech Co., L***",남**,3.0,2020-04,42321,일반 통신 공사업,중소기업,일반,,20171130,, 055 7623650,055-763-3650,52813,경남 진주시 돗골로20번길 15,1층 (상평동),,,,C2,20211129,20191231,353843.0,125880.0,282288.0,36366.0,318654.0,I,20221104,,
3409,6162305673,20210703,태흥네***,Taeheung Netwo***,정**,9.0,2017-11,42320,통신 공사업,중소기업,일반,건설업/도소매/서비스/서비스(사업관련)업,,dagni79@hanafos.com,064 745 4403,064 748 4403,63094,제주 제주시 오광로,139 (노형동),,,,B1,20211115,20161231,537089.0,58762.0,317072.0,38491.0,355563.0,I,20221104,,
3410,2118709053,20210703,(주)유***,"Yutoniks Co., L***",박**,16.0,2019-03,47911,전자상거래 소매 중개업,중소기업,일반,도소매외,20020620,tskim@utonix.com,02  32833003,02  32833773,08589,서울특별시 금천구 가산디지털2로,"70, 1707호,1708호,1709호 (가산동,대륭테크노타운19차)",,,,C2,20211115,20181231,1029000.0,-378000.0,754000.0,1978000.0,2732000.0,I,20221104,,
3411,7188605519,20210703,(주)토***,ToICoS I***,엄**,6.0,2020-04,63999,그 외 기타 정보 서비스업,중소기업,일반,"도매 및 소매업/전문, 과학 및 기술서비스업/정보서비스업",20161114,, 044 8662868,044-866-2867,30128,세종 한누리대로 234,"306호 (나성동,르네상스)",,,,C1,20211119,20201231,230065.0,-138269.0,100000.0,166050.0,266050.0,I,20221104,,
3412,2458707948,20210703,타우데이타***,"TauData Co.,L***",정**,5.0,2021-09,58200,소프트웨어 개발 및 공급업,중소기업,일반,서비스/서비스업,20190227,,02-6403-9816,02-3661-9810,04157,서울특별시 마포구 마포대로 73,"(도화동,(에스케이허브그린 3층 제 315호))",,,,C1,20211129,20201231,40818.0,-21768.0,10975.0,18555.0,29530.0,I,20221104,,
3413,1058709136,20210703,스튜디오더블유바바***,STUDIO W.BABA Corporat***,이**,64.0,2019-03,59110,"영화, 비디오물 및 방송프로그램 제작업",중소기업,일반,도소매/서비스/서비스업/서비스외,20110502,leedaehaw@naver.com,02 332 9457,02 332 2457,04074,서울 마포구 와우산로3길 16,2층 석진스토리 (상수동),,,,B2,20210815,20181231,7530527.0,172706.0,1840671.0,1443856.0,3284526.0,I,20221104,,
3414,1068601574,20210703,(주)캠퍼***,"CAMPUS MENTOR CO.,L***",안**,18.0,2019-03,71531,경영컨설팅업,중소기업,일반,"도매 및 소매업/서비스업/전문, 과학 및 기술서비스업/정보통신업/제조업",20111001,,02  333 5966,02-3785-0901,06531,서울 서초구 강남대로 557,"9층 (잠원동,성한빌딩)",,,,C2,20210815,20191231,2665019.0,-85034.0,335239.0,920108.0,1255347.0,I,20221104,,
3415,4288709338,20210703,(주)스마트***,Smart M L***,신**,9.0,2019-07,62022,컴퓨터 시설 관리업,중소기업,일반,도매 및 소매업/도소매업/부동산업/서비스/소매업,20150406,sinhdk@gmail.com,070 7008 7733,02 6918 4723,06121,서울 강남구 봉은사로 129,"1604호 (논현동,거평타운)",,,,B3,20210831,20181231,356162.0,13126.0,99818.0,502715.0,602533.0,I,20221104,,
3416,1138607964,20210703,(주)우보***,"Woobo IT Co.,L***",범**,3.0,2016-06,62021,컴퓨터시스템 통합 자문 및 구축 서비스업,중소기업,일반,건설업/서비스,20120312,,02  469 1720,02  69351721,06078,서울특별시 강남구 영동대로 644,"1005호 (삼성동,원일빌딩)",,,,B1,20210815,20151231,1031832.0,31659.0,99601.0,135106.0,234708.0,I,20221104,,
3417,1348107197,20210703,프라임텍***,"Primetech Co., L***",공**,41.0,2020-12,29271,반도체 제조용 기계 제조업,중소기업,외감,도매업/제조업,20011219,jcbyun@primetech.or.kr,032 821 1263,032 821 1267,21689,인천광역시 남동구 호구포로14번길 4,(고잔동),,,,B1,20210831,20201231,11557036.0,1957891.0,6824268.0,7472325.0,14296593.0,I,20221104,,
3418,1438803018,20210703,(주)씨에스***,"CS E&L Co., L***",한**,5.0,2020-04,29172,공기 조화장치 제조업,중소기업,일반,,20170927,, 07077825993,032-822-5993,21633,인천광역시 남동구 은청로,"4-7, A동 333호 (고잔동,남동공단산업용품상가)",,,,C2,20210831,20201231,190891.0,981.0,174143.0,426654.0,600797.0,I,20221104,,
3419,1328100536,20210703,일등라이스***,"Ildung Rice Co.,L***",서**,68.0,2020-12,46201,곡물 및 유지작물 도매업,중소기업,외감,도소매,20060629,,031 572 7305,031 572 7319,12021,경기도 남양주시 진접읍 진벌로51번길 26,(진벌리),,,,B1,20210831,20201231,142011297.0,1359675.0,9014004.0,19501764.0,28515768.0,I,20221104,,
3420,1328609751,20210703,(주)팔로***,"Falomo Living Co.,***",김**,31.0,2019-03,32011,매트리스 및 침대 제조업,중소기업,일반,건설업/도소매업/소매업/제조업,20111216,,031 559 1753,031 657 2906,18635,경기도 화성시 양감면 서해로,113-2 (요당리),,,,B1,20210831,20201231,10605148.0,723555.0,2072797.0,5838854.0,7911651.0,I,20221104,,
3421,6091508538,20210703,텔*,Tel***,김**,5.0,2015-11,42320,통신 공사업,중소기업,일반,건설업/도매업/서비스（사업관련）업,20050926,,055 248 6800,055 248 6801,51197,경남 창원시 의창구 의안로62번길,13 (소답동),,,,A1,20210915,20201231,402188.0,41963.0,420923.0,28077.0,449000.0,I,20221104,,
3422,6378809211,20210703,(주)다이***,"Divecore Co., L***",이**,4.0,2020-02,62010,컴퓨터 프로그래밍 서비스업,중소기업,일반,서비스업,20170630,,010 6775795 8,050 4436795 8,16514,경기 수원시 영통구 광교중앙로,"170, A동 905호 (하동,광교효성해링턴타워)",,,,B3,20210915,20181231,109314.0,-86803.0,1965.0,193475.0,195440.0,I,20221104,,
3423,5828804732,20210703,(주)***,UNDERPIN I***,김**,7.0,2020-04,62090,기타 정보기술 및 컴퓨터 운영 관련 서비스업,중소기업,일반,,20180508,kyuongho.kim@underpin.kr,07080952048,,07325,서울특별시 영등포구 의사당대로 83,"(여의도동,한국휴렛팩커드빌딩)",,,,C2,20210915,20171231,57859.0,10060.0,-2940.0,3422.0,481.0,I,20221104,,
