,사업자등록번호,데이터수집일자,기업명,대표자명,전화번호,팩스전화번호,우편번호,주소,상세주소,기업형태,기업규모,공기업구분,산업분류코드,산업분류코드설명,작업구분코드,데이터생성일자,연계처리상태코드,연계처리일자
4687,1058102525,20210818,(주)로***,이**,02  21256300,02  21256400,04151,서울특별시 마포구 독막로 281,(염리동),코스닥등록,중소기업,일반기업,62021,컴퓨터시스템 통합 자문 및 구축 서비스업,I,20221104,,
4688,8848707030,20210818,(주)라온정***,김**,,,10477,경기 고양시 덕양구 화중로130번길 14,"711호 (화정동,아성프라자)",신설,중소기업,일반기업,42321,일반 통신 공사업,I,20221104,,
4689,2148604829,20210818,(주)***,배**,02  562 71323,02  562 7134,06627,서울특별시 서초구 강남대로 331,"6층 (서초동,광일빌딩)",일반,중소기업,일반기업,62021,컴퓨터시스템 통합 자문 및 구축 서비스업,I,20221104,,
4690,2078105119,20210818,(주)한국소***,정**,02-499-1975,02-465-4977,08390,서울특별시 구로구 디지털로30길 31,"8층 805호 (구로동,코오롱디지털타워빌란트2차)",일반,중소기업,일반기업,62020,"컴퓨터시스템 통합 자문, 구축 및 관리업",I,20221104,,
4691,4091905131,20210818,대신정***,이**,062 523 8550,,61197,광주광역시 북구 군왕로,83 (두암동),폐업,중소기업,일반기업,47312,통신기기 소매업,I,20221104,,
4692,1168101009,20210818,한국아이비엠***,원**,02-3781-7114,02-3781-5141,07326,서울 영등포구 국제금융로 10,"(여의도동,국제금융센터쓰리아이에프씨)",외감,중견기업,일반기업,46510,"컴퓨터 및 주변장치, 소프트웨어 도매업",I,20221104,,
4693,8358602190,20210818,(주)우리정***,구**,062 955 5301,062 955 5302,61011,광주 북구 첨단과기로208번길 43-10,"325호 (오룡동,마루힐아이비씨지식산업센터)",일반,중소기업,일반기업,42201,배관 및 냉ㆍ난방 공사업,I,20221104,,
4694,1238107713,20210818,씨앤씨종합건설***,손**,031 423 2316,031 425 0936,14051,경기도 안양시 동안구 부림로169번길 22,"203호 (관양동,건설회관)",외감,중소기업,일반기업,41220,토목시설물 건설업,I,20221104,,
4695,1138100190,20210818,(주)지비엠아***,방**,02  26813692,02  26813235,08377,서울 구로구 디지털로33길 28,"1412호, 1413호 (구로동,우림이비지센터)",일반,중소기업,일반기업,62021,컴퓨터시스템 통합 자문 및 구축 서비스업,I,20221104,,
4696,1078708958,20210818,(주)위즈커뮤니케***,황**,070-8220-0946,070-8220-0948,07299,서울 영등포구 경인로,"775, 3동 3층 302호 (문래동3가,에이스하이테크시티)",일반,중소기업,일반기업,58221,시스템 소프트웨어 개발 및 공급업,I,20221104,,
4697,2118703490,20210818,(주)에이스***,김기홍외 ***,02-534-3702,02  534 3703,07299,서울 영등포구 경인로 775,"1동 1209호 (문래동3가,에이스하이테크시티)",일반,중소기업,일반기업,62020,"컴퓨터시스템 통합 자문, 구축 및 관리업",I,20221104,,
4698,2208605326,20210818,테크빌교육***,이**,02  34427783,02  34427793,06138,서울특별시 강남구 언주로 551,"5층 8층 (역삼동,프라자빌딩)",외감,중소기업,일반기업,62021,컴퓨터시스템 통합 자문 및 구축 서비스업,I,20221104,,
4699,1068106597,20210818,(주)***,함**,02-3461-8763,02-552-8265,04778,서울 성동구 뚝섬로1길 31,"1404호 (성수동1가,서울숲엠타워)",일반,중소기업,일반기업,62010,컴퓨터 프로그래밍 서비스업,I,20221104,,
4700,1168105845,20210818,(주)일류정***,김**,02-783-1821,02-783-1824,07333,서울특별시 영등포구 국제금융로 70,(여의도동),일반,중소기업,일반기업,62010,컴퓨터 프로그래밍 서비스업,I,20221104,,
4701,2118106176,20210818,(주)정원***,김영주외***,02 514 7007,02 542 5855,06027,서울 강남구 도산대로1길 46,(신사동),코스닥등록,중견기업,일반기업,62021,컴퓨터시스템 통합 자문 및 구축 서비스업,I,20221104,,
4702,1148100580,20210818,(주)미래아***,김**,02 3470 4400,02 581 3107,06070,서울 강남구 도산대로,514 (청담동),거래소상장,중소기업,일반기업,62021,컴퓨터시스템 통합 자문 및 구축 서비스업,I,20221104,,
4703,1348106672,20210818,(주)서인***,송**,031-411-3535,031-486-6082,13930,경기 안양시 동안구 동편로 188,"201호,202호 (관양동,네이처빌딩)",외감,중소기업,일반기업,62021,컴퓨터시스템 통합 자문 및 구축 서비스업,I,20221104,,
4704,2148105189,20210818,(주)융***,박**,070-7176-6740,0505-066-2580,06707,서울 서초구 효령로 182,"202호 (방배동,동성빌딩)",일반,중소기업,일반기업,62090,기타 정보기술 및 컴퓨터 운영 관련 서비스업,I,20221104,,
4705,4128100513,20210818,(주)**,정**,051 751 0589,051 751 0574,56179,전라북도 정읍시 수성1로 64-9,3층 우측 1호 (수성동),일반,중소기업,일반기업,42311,일반전기 공사업,I,20221104,,
4706,1208606599,20210818,(주)디지***,김**,02  552 6641,02  20431196,08503,서울 금천구 가산디지털1로 181,"1507호, 1508호 (가산동,가산더블유센터)",일반,중소기업,일반기업,62010,컴퓨터 프로그래밍 서비스업,I,20221104,,
4707,1198608602,20210818,(주)연***,정**,070 77568007,02-6280-8947,15434,경기 안산시 단원구 별망로 555,"339호 (원시동,타원타크라5차지식산업센터)",일반,중소기업,일반기업,58222,응용 소프트웨어 개발 및 공급업,I,20221104,,
4708,1088107940,20210818,(주)푸른정***,김**,02  392 4217,02  392 4279,06731,서울특별시 서초구 서운로6길 17,"4층 (서초동,대홍빌딩)",일반,중소기업,일반기업,62090,기타 정보기술 및 컴퓨터 운영 관련 서비스업,I,20221104,,
4709,5038100124,20210818,(주)제이에스***,이**,053 943 0154,053 943 0156,41518,대구광역시 북구 유통단지로8길,"31, 3층 (산격동,태진빌딩)",일반,중소기업,일반기업,58220,시스템ㆍ응용 소프트웨어 개발 및 공급업,I,20221104,,
4710,1078708275,20210818,(주)제이에스시***,이**,02  26759884,02  26759885,,서울 영등포구 양평로30가길 19,"204동 205호 (양평동6가,동양아파트)",일반,중소기업,일반기업,58221,시스템 소프트웨어 개발 및 공급업,I,20221104,,
4711,2118703736,20210818,(주)***,김**,02  20083600,02  562 4130,04782,서울 성동구 연무장5길 9-16,"8층 (성수동2가,블루스톤타워)",외감,중소기업,일반기업,62021,컴퓨터시스템 통합 자문 및 구축 서비스업,I,20221104,,
4712,1148609241,20210818,(주)엠파워***,남**,02-869-8870,02-869-0152,04386,서울특별시 용산구 한강대로30길 25,"4층 (한강로2가,아스테리움용산)",일반,중소기업,일반기업,46510,"컴퓨터 및 주변장치, 소프트웨어 도매업",I,20221104,,
4713,1228106509,20210818,(주)넥솔***,이**,02  850 0012,02  850 0098,08390,서울특별시 구로구 디지털로,"288, 14층 1401,1402호 (구로동,대륭포스트타워)",일반,중소기업,일반기업,62021,컴퓨터시스템 통합 자문 및 구축 서비스업,I,20221104,,
4714,1168106959,20210818,케이아이티밸리***,장**,02-2624-3550,02-6488-9603,08512,서울 금천구 디지털로9길 68,"1902호, 1903호, 1904호 (가산동,대륭포스트타워5차)",외감,중소기업,일반기업,62020,"컴퓨터시스템 통합 자문, 구축 및 관리업",I,20221104,,
4715,1148607086,20210818,스마트드림***,김**,02-2028-1731,02  20281732,08390,서울 구로구 디지털로26길 123,"503호 (구로동,지플러스타워)",일반,중소기업,일반기업,62010,컴퓨터 프로그래밍 서비스업,I,20221104,,
4716,3148103840,20210818,(주)연***,박**,042 863 9187,042 863 9185,34121,대전광역시 유성구 대덕대로590번길,11-14 (도룡동),일반,중소기업,일반기업,62090,기타 정보기술 및 컴퓨터 운영 관련 서비스업,I,20221104,,
4717,1078805535,20210818,에스지에이솔루션즈***,최**,02-574-6856,02-6499-1814,05836,서울특별시 송파구 정의로8길 9,"6층 (문정동,에이제이빌딩)",코스닥등록,중소기업,일반기업,58220,시스템ㆍ응용 소프트웨어 개발 및 공급업,I,20221104,,
4718,1018100441,20210818,에스케이에코플랜트***,안**,02-3700-7114,02-3700-8200,03149,서울 종로구 인사동7길 32,(관훈동),외감,대기업,일반기업,41220,토목시설물 건설업,I,20221104,,
4719,4098508786,20210818,(주)진두아이에스광***,손**,,,61136,광주광역시 북구 서하로,"455, 3층 (각화동)",외감,중견기업,일반기업,47310,"컴퓨터 및 주변장치, 소프트웨어 및 통신기기 소매업",I,20221104,,
4720,1208603911,20210818,굿어스***,유**,070-7017-4100,02-508-8930,06162,서울 강남구 선릉로 514,"(삼성동,성원빌딩)",외감,중견기업,일반기업,62020,"컴퓨터시스템 통합 자문, 구축 및 관리업",I,20221104,,
4721,3148504410,20210818,(주)진두아이에스대***,손**,,,34168,대전광역시 유성구 대학로,"1, 4층 (봉명동,유성빌딩)",외감,중견기업,일반기업,60221,프로그램 공급업,I,20221104,,
4722,2208104887,20210818,노아에이티에스***,엄**,02 850 3760,02 850 3764,03151,서울 종로구 종로5길 68,"5층 (수송동,코리안리빌딩)",외감,중소기업,일반기업,62021,컴퓨터시스템 통합 자문 및 구축 서비스업,I,20221104,,
4723,2758807674,20210818,에스지에이비엘씨***,최**,070 5204 0144,02 6499 1813,05836,서울특별시 송파구 정의로8길 9,"5층 (문정동,에이제이빌딩)",일반,중소기업,일반기업,62021,컴퓨터시스템 통합 자문 및 구축 서비스업,I,20221104,,
4724,1058605230,20210818,(주)퓨***,우**,02-6383-3698,02-6383-3695,07271,서울 영등포구 양산로 53,"604호 (양평동3가,월드메르디앙비즈센터)",일반,중소기업,일반기업,62010,컴퓨터 프로그래밍 서비스업,I,20221104,,
4725,5518604529,20210818,(주)메디아이***,정**,,,21985,인천 연수구 송도문화로 119,"B동 1130호 (송도동,글로벌캠퍼스)",일반,중소기업,일반기업,63991,데이터베이스 및 온라인정보 제공업,I,20221104,,
4726,6898608802,20210818,성진산업***,박**,,,32823,충청남도 계룡시 금암1길,"8-10, 401호 (금암동)",일반,중소기업,일반기업,41229,기타 토목 시설물 건설업,I,20221104,,
4727,1168105070,20210818,(주)엠씨***,우**,02-6332-5800,02-6332-5809,07228,서울 영등포구 영신로 220,"1602호 (영등포동8가,KnK디지털타워)",외감,중소기업,일반기업,62021,컴퓨터시스템 통합 자문 및 구축 서비스업,I,20221104,,
4728,1168101676,20210818,(주)이직스네***,방**,02-6096-5470,02-6096-5480,07547,서울 강서구 양천로 583,"B동 2407호 (염창동,우림블루나인비즈니스센터)",일반,중소기업,일반기업,62021,컴퓨터시스템 통합 자문 및 구축 서비스업,I,20221104,,
4729,1178106216,20210818,(주)씨넷테크***,전**,02 6342 2580,02 6343 7725,08592,서울 금천구 가산디지털2로 14,"701호 (가산동,대륭테크노타운12차)",일반,중소기업,일반기업,62090,기타 정보기술 및 컴퓨터 운영 관련 서비스업,I,20221104,,
4730,2068103702,20210818,케이씨에이손해사정***,허**,02  450 2973,02  450 2975,04143,서울 마포구 마포대로 137,(공덕동),외감,대기업(금융),일반기업,66201,손해사정업,I,20221104,,
4731,2068106015,20210818,(주)커머***,김범연외***,02  221744567,02  22174684,04799,서울특별시 성동구 광나루로8길 31,"905호 (성수동2가,성수에스케이브이원센터2)",외감,중소기업,일반기업,62010,컴퓨터 프로그래밍 서비스업,I,20221104,,
4732,1238604753,20210818,(주)***,김**,031 401 8963,031 401 8965,15861,경기도 군포시 금당로,"34, 1층 (당동)",일반,중소기업,일반기업,42300,전기 및 통신 공사업,I,20221104,,
4733,1108109078,20210818,바른정보기술***,송**,02  667048012,02  390 5758,08502,서울특별시 금천구 가산디지털1로,"196, 1301호 (가산동,에이스테크노타워10차)",일반,중소기업,일반기업,62020,"컴퓨터시스템 통합 자문, 구축 및 관리업",I,20221104,,
4734,1168107985,20210818,케이아이에스정보통신***,조**,02 2101 1500,070 7469 2010,08288,서울 구로구 새말로 97,"센터포인트웨스트 사무동 22층, 23층 (구로동,신도림테크노마트)",외감,중견기업,일반기업,61299,그 외 기타 전기 통신업,I,20221104,,
4735,2118603477,20210818,(주)디지***,임**,0222515608,02  790 7758,04400,서울 용산구 대사관로11길 41,(한남동),외감,중소기업,일반기업,58222,응용 소프트웨어 개발 및 공급업,I,20221104,,
4736,1078601495,20210818,(주)비***,서**,02  761 9555,02  761 9556,07806,서울특별시 강서구 공항대로 212,"에이동 제5층 527호 (마곡동,문영퀸즈파크11차)",일반,중소기업,일반기업,62010,컴퓨터 프로그래밍 서비스업,I,20221104,,
4737,6178504270,20210818,(주)진두아이에스부***,손**,,,48307,부산광역시 수영구 남천동로9번길,"13, 5층 (남천동)",외감,중견기업,일반기업,58200,소프트웨어 개발 및 공급업,I,20221104,,
4738,1388109521,20210818,에스지에이클라우드서비스***,은**,070 5204 0366,02 529 3686,05836,서울특별시 송파구 정의로8길 4,"1304호 (문정동,케이디70빌딩)",외감,중소기업,일반기업,58222,응용 소프트웨어 개발 및 공급업,I,20221104,,
4739,2118607616,20210818,(주)온***,정**,02-557-6080,02-557-6090,04790,서울특별시 성동구 성수일로 77,"1107호~1109호 (성수동1가,서울숲아이티밸리)",일반,중소기업,일반기업,62020,"컴퓨터시스템 통합 자문, 구축 및 관리업",I,20221104,,
4740,6168504269,20210818,(주)진두아이에스제***,손**,,,63126,제주도 제주시 성신로2길,"23, 2층 (연동)",외감,중견기업,일반기업,58200,소프트웨어 개발 및 공급업,I,20221104,,
4741,6028102341,20210818,(주)인***,성**,051 413 8931,051-413-8933,49055,부산 영도구 절영로,"71, 멀티미디어 지원센타 (남항동2가)",일반,중소기업,일반기업,62021,컴퓨터시스템 통합 자문 및 구축 서비스업,I,20221104,,
4742,2138605289,20210818,(주)서경엔***,김**,02-572-9926,02-572-9910,06539,서울 서초구 주흥3길 16,2층 (반포동),일반,중소기업,일반기업,62021,컴퓨터시스템 통합 자문 및 구축 서비스업,I,20221104,,
4743,1168100739,20210818,펜타시스템테크놀러지***,장**,02-769-9700,02-784-5550,07327,서울 영등포구 국제금융로2길 25,"21층 (여의도동,유수홀딩스빌딩)",외감,중소기업,일반기업,62021,컴퓨터시스템 통합 자문 및 구축 서비스업,I,20221104,,
4744,1198101954,20210818,(주)애***,임**,02  21095400,02  64425409,08380,서울특별시 구로구 디지털로31길 20,"1108호 (구로동,에이스테크노5차)",일반,중소기업,일반기업,62021,컴퓨터시스템 통합 자문 및 구축 서비스업,I,20221104,,
4745,2208607052,20210818,(주)비즈테크파***,권**,02  20846700,02  20846701,03926,서울 마포구 매봉산로 75,12층 (상암동),외감,대기업,일반기업,62021,컴퓨터시스템 통합 자문 및 구축 서비스업,I,20221104,,
4746,1380308043,20210818,에스**,오**,055-759-7011,,52727,경남 진주시 진주대로,"820, 1층 (주약동,워크북빌딩)",일반,중소기업,일반기업,47312,통신기기 소매업,I,20221104,,
4747,1068102845,20210818,케이씨씨정보통신***,권혁상외***,02-6090-7860,02-6090-6899,04308,서울특별시 용산구 청파로61길 5,(청파동1가),외감,중견기업,일반기업,62021,컴퓨터시스템 통합 자문 및 구축 서비스업,I,20221104,,
4748,2068108767,20210818,가후이엔씨***,서**,031-606-9988,031-606-9989,13202,경기도 성남시 중원구 사기막골로,"159, 201호 (상대원동,금강하이테크2차)",일반,중소기업,일반기업,62021,컴퓨터시스템 통합 자문 및 구축 서비스업,I,20221104,,
4749,5068106825,20210818,가람정보기술***,곽**,054-251-3200,054-251-3202,37628,경북 포항시 북구 새천년대로1123번길 14,"관리동 2층 (장성동,창포청구타운)",일반,중소기업,일반기업,42320,통신 공사업,I,20221104,,
4750,1078103802,20210818,(주)이루온아이***,이승구외 ***,070-4489-1078,031-628-1942,13494,경기 성남시 분당구 대왕판교로 660,"A동 905호 (삼평동,유스페이스1)",외감,중소기업,일반기업,62021,컴퓨터시스템 통합 자문 및 구축 서비스업,I,20221104,,
4751,7838500061,20210818,(주)에***,"박정호,***",02-6400-0114,,13558,경기 성남시 분당구 성남대로343번길,"9 (정자동,에스케이유타워)",일반,중소기업,일반기업,,,I,20221104,,
4752,2078107416,20210818,(주)에***,최**,02-549-4500,02-549-3338,06093,서울특별시 강남구 봉은사로55길 38,"3층 (삼성동,씨에스빌딩)",일반,중소기업,일반기업,62020,"컴퓨터시스템 통합 자문, 구축 및 관리업",I,20221104,,
4753,1228101678,20210818,(주)***,유준원외***,02-2167-8500,02-2167-8600,13591,경기 성남시 분당구 황새울로 358,(서현동),코스닥등록,중견기업(하),일반기업,62021,컴퓨터시스템 통합 자문 및 구축 서비스업,I,20221104,,
4754,1198106217,20210818,(주)한길더블류***,선**,031 740 9393,031 740 9188,13219,경기도 성남시 중원구 둔촌대로 449,"403호,410호 (상대원동,중앙인더스피아)",일반,중소기업,일반기업,62021,컴퓨터시스템 통합 자문 및 구축 서비스업,I,20221104,,
4755,3018609596,20210818,(주)성***,이**,053 756 9020,053 756 9021,41251,대구 동구 동부로30길 92-5,(신천동),일반,중소기업,일반기업,41121,사무·상업용 및 공공기관용 건물 건설업,I,20221104,,
4756,5038501423,20210818,한길씨앤씨***,신**,053-553-2486,053-551-2486,41513,대구 북구 검단로,"135, 109동 114호 (검단동,검단팩토리밸리)",외감,중소기업,일반기업,58200,소프트웨어 개발 및 공급업,I,20221104,,
4757,6698708919,20210818,(주)케이***,이**,,,44692,울산광역시 남구 돋질로102번길 8,(달동),신설,중소기업,일반기업,42201,배관 및 냉ㆍ난방 공사업,I,20221104,,
4758,1208101620,20210818,한국마이크로소프트***,이**,02-531-4500,02-531-4800,03142,서울 종로구 종로1길 50,"A동 12층 (중학동,케이트윈타워)",외감,중견기업,일반기업,62021,컴퓨터시스템 통합 자문 및 구축 서비스업,I,20221104,,
4759,6798101806,20210818,굿어스데이터***,전**,07070174200,02 508 8930,06162,서울 강남구 선릉로 514,"14층 (삼성동,성원빌딩)",외감,중견기업(하),일반기업,62021,컴퓨터시스템 통합 자문 및 구축 서비스업,I,20221104,,
4760,1148101208,20210818,(주)팀인터***,이**,02-574-9541,02-6499-6167,06116,서울특별시 강남구 논현로121길,"12, 5층 (논현동)",일반,중소기업,일반기업,58222,응용 소프트웨어 개발 및 공급업,I,20221104,,
4761,7838500073,20210818,(주)에***,박**,,,03188,서울 종로구 종로,26 (서린동),일반,중소기업,일반기업,47300,가전제품 및 정보통신장비 소매업,I,20221104,,
4762,1208605268,20210818,(주)와이드티***,조**,02-2029-7080,02-2029-7088,08592,서울 금천구 가산디지털2로 14,"(가산동,대륭테크노타운12차 1210,1211호)",일반,중소기업,일반기업,62010,컴퓨터 프로그래밍 서비스업,I,20221104,,
4763,6098105860,20210818,신라정보기술***,정**,055-259-5110,055-259-5122,51390,경상남도 창원시 의창구 사화로,"210, 214호 (팔용동,제5아파트형공장)",일반,중소기업,일반기업,58200,소프트웨어 개발 및 공급업,I,20221104,,
4764,1088108822,20210818,(주)상영인***,이**,02 3675 1072,02 701 0879,04158,서울특별시 마포구 큰우물로 75,"지하1층 씨29호 (도화동,성지빌딩)",일반,중소기업,일반기업,62090,기타 정보기술 및 컴퓨터 운영 관련 서비스업,I,20221104,,
4765,1232903654,20210818,씨**,장**,031-458-0582,031 459 1737,15850,경기도 군포시 당정로13번길,10-5 (당정동),일반,중소기업,일반기업,58000,출판업,I,20221104,,
4766,1138103707,20210818,(주)네오넥스***,최**,02-851-5001,02-851-5004,08377,서울 구로구 디지털로33길 28,"808호 (구로동,우림이비지센터1차)",일반,중소기업,일반기업,62021,컴퓨터시스템 통합 자문 및 구축 서비스업,I,20221104,,
4767,1198101437,20210818,(주)제로원***,송**,02-2644-1941,02-2642-4777,08595,서울 금천구 범안로 1130,"1006호 (가산동,디지털엠파이어)",일반,중소기업,일반기업,62010,컴퓨터 프로그래밍 서비스업,I,20221104,,
4768,2060108851,20210818,에이젤***,김**,02  29912387,02  22944140,02526,서울특별시 동대문구 사가정로,"240 (장안동,삼아빌딩303호)",일반,중소기업,일반기업,62090,기타 정보기술 및 컴퓨터 운영 관련 서비스업,I,20221104,,
4769,2068106674,20210818,(주)피엘앤씨테크***,정*,02-2038-2468,02-6280-6153,08389,서울 구로구 디지털로 272,"209호 (구로동,한신아이티타워)",일반,중소기업,일반기업,62090,기타 정보기술 및 컴퓨터 운영 관련 서비스업,I,20221104,,
4770,4188106113,20210818,(유)신명전기설***,최**,063 242 7799,063 246 5738,54935,전라북도 전주시 덕진구 기린대로,"295, 2층 (진북동)",일반,중소기업,일반기업,42310,전기 공사업,I,20221104,,
4771,1208604628,20210818,(주)한국네***,이**,02  301673001   ,02  22221740,13494,경기 성남시 분당구 판교로 286,(삼평동),외감,중견기업,일반기업,62021,컴퓨터시스템 통합 자문 및 구축 서비스업,I,20221104,,
4772,1138106598,20210818,에이치원시스템***,김**,02-2633-5043,02-2633-5045,08506,서울특별시 금천구 가산디지털2로 98,"2동 1107호 (가산동,롯데아이티캐슬)",일반,중소기업,일반기업,46510,"컴퓨터 및 주변장치, 소프트웨어 도매업",I,20221104,,
4773,3148105262,20210818,(주)***,민**,042 935 1234,042 867 1234,34186,대전광역시 유성구 온천로,"59, 709호 (봉명동,동아벤처타워)",일반,중소기업,일반기업,62010,컴퓨터 프로그래밍 서비스업,I,20221104,,
4774,6178109269,20210818,(주)띵***,손**,051-333-1844,0303-0955-1845,46508,부산광역시 북구 효열로,"111, 508호 (금곡동,부산지식산업센터)",일반,중소기업,일반기업,62021,컴퓨터시스템 통합 자문 및 구축 서비스업,I,20221104,,
4775,1358101435,20210818,에스케이네트웍스서비스***,김**,070-4755-9051,02-773-9904,16312,경기 수원시 장안구 장안로 120,"5층 (정자동,세기빌딩)",외감,대기업,일반기업,46520,"가전제품, 통신장비 및 부품 도매업",I,20221104,,
4776,1098102371,20210818,에스지에이***,김**,070-7308-1004,02-6499-1813,05836,서울특별시 송파구 정의로8길 4,"1004호 (문정동,케이디70빌딩)",코스닥등록,중소기업,일반기업,62021,컴퓨터시스템 통합 자문 및 구축 서비스업,I,20221104,,
4777,2298100229,20210818,(주)***,황**,02  21032400,02  21032407,08390,서울 구로구 디지털로32길 30,"611호 (구로동,코오롱디지털타워빌란트)",일반,중소기업,일반기업,62010,컴퓨터 프로그래밍 서비스업,I,20221104,,
4778,2208608769,20210818,(주)비***,김**,02 469 1641,02 469 1643,06325,서울 강남구 선릉로 52,"3층 (개포동,삼성빌딩)",일반,중소기업,일반기업,62020,"컴퓨터시스템 통합 자문, 구축 및 관리업",I,20221104,,
4779,6328107065,20210818,리마크건설***,심**,053 264 1682,053 853 1683,,대구 동구 팔공로50길 30,2층 (봉무동),일반,중소기업,일반기업,41222,"교량, 터널 및 철도 건설업",I,20221104,,
4780,3148601261,20210818,(주)동방정***,박**, 042 5331210,,35292,대전 서구 가장로 53-2,(괴정동),일반,중소기업,일반기업,42322,내부 통신배선 공사업,I,20221104,,
4781,2088107295,20210818,(주)동진커뮤니케이션***,김**,02-722-1748,02-723-1750,05855,서울 송파구 법원로8길 13,"11층 1106호 (문정동,문정헤리움써밋타워)",일반,중소기업,일반기업,62090,기타 정보기술 및 컴퓨터 운영 관련 서비스업,I,20221104,,
4782,5901609169,20210818,성진**,김**,,,38061,경북 경주시 충효4길,"20-12, 501호 (충효동,한일빌라)",일반,중소기업,일반기업,42201,배관 및 냉ㆍ난방 공사업,I,20221104,,
4783,1138101862,20210818,한국소프트스페이스***,최**,02  20280040,02  20280044,08378,서울 구로구 디지털로34길,"27, 1001호 (구로동,대륭포스트타워3차)",일반,중소기업,일반기업,62021,컴퓨터시스템 통합 자문 및 구축 서비스업,I,20221104,,
4784,1208605644,20210818,(주)***,김**,02-2050-7700,02-2050-7788,06155,서울 강남구 삼성로 555,"(삼성동,알앤텍빌딩)",외감,중소기업,일반기업,76320,컴퓨터 및 사무용 기계·장비 임대업,I,20221104,,
4785,6838805679,20210818,(주)다온비***,임**,025694697,025694698,06166,서울 강남구 삼성로 540,"5층 (삼성동,브로모빌딩)",외감,중소기업,일반기업,41111,단독 주택 건설업,I,20221104,,
4786,4088101370,20210818,(주)산들네***,김**,062 372 9280,062-262-2100,61052,광주 북구 설죽로336번길 17,"상가동 2층 202호 (오치동,대광아파트)",일반,중소기업,일반기업,42320,통신 공사업,I,20221104,,
4787,1208609865,20210818,(주)티에프에스***,송**,02-890-6627,02  890 6629,08390,서울특별시 구로구 디지털로30길,"31, 910호 (구로동,코오롱빌란트2차)",일반,중소기업,일반기업,62021,컴퓨터시스템 통합 자문 및 구축 서비스업,I,20221104,,
4788,2068105460,20210818,(주)해든***,남궁**,02  22915438,02  22915437,04420,서울특별시 용산구 유엔빌리지길 28,1층 (한남동),일반,중소기업,일반기업,62000,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",I,20221104,,
4789,4860409037,20210818,성진**,박**,061  7415947,,,,,일반,중소기업,일반기업,41000,종합 건설업,I,20221104,,
4790,1098106708,20210818,(주)파이낸셜데이타***,조동현외***,02  529 1599,02  785 4740,07333,서울 영등포구 국제금융로8길 11,"931호 (여의도동,대영빌딩)",일반,중소기업,일반기업,62010,컴퓨터 프로그래밍 서비스업,I,20221104,,
4791,4141405133,20210818,대신정***,이**,,,15296,경기 안산시 상록구 화랑로 513,"1층 63호 (성포동,예술인아파트스타프라자)",일반,중소기업,일반기업,,,I,20221104,,
4792,1148104750,20210818,(주)코리아로터리***,김승규외***,041 629 4000,041 568 0799,31124,충청남도 천안시 동남구 만남로 82,(신부동),외감,중소기업,일반기업,62021,컴퓨터시스템 통합 자문 및 구축 서비스업,I,20221104,,
4793,5878102981,20210818,코넥트***,김**,043 271 4949,,28644,충북 청주시 서원구 충대로 1,"학연산공동기술연구원 이9 비1 스타트업벙커 01호 (개신동,충북대학교)",일반,중소기업,일반기업,47911,전자상거래 소매 중개업,I,20221104,,
4794,6398605620,20210818,(주)리***,김**,0220290700,02 5185115,04779,서울특별시 성동구 상원1길 25,"4255호 (성수동1가,솔623빌딩)",외감,중소기업,일반기업,64209,기타 금융 투자업,I,20221104,,
4795,1248601756,20210818,(주)***,한**,031-450-2850,031-450-2851,14056,경기 안양시 동안구 학의로 282,"1402호 (관양동,금강펜테리움아이티타워)",일반,중소기업,일반기업,62010,컴퓨터 프로그래밍 서비스업,I,20221104,,
4796,2148107850,20210818,(주)서일***,박*,02-523-2613,02-581-6624,06654,서울특별시 서초구 효령로 283,(서초동),일반,중소기업,일반기업,46510,"컴퓨터 및 주변장치, 소프트웨어 도매업",I,20221104,,
4797,1148607840,20210818,(주)한국전산***,최**,02-3448-0118,02-6007-1621,06996,서울특별시 동작구 동작대로 149,"3층 (사당동,대흥빌딩)",일반,중소기업,일반기업,62021,컴퓨터시스템 통합 자문 및 구축 서비스업,I,20221104,,
4798,3148100464,20210818,성한(**,윤**,042 861 8603,042 861 8631,34183,대전 유성구 대학로76번길 71,"2층 (궁동,호산빌딩)",일반,중소기업,일반기업,62021,컴퓨터시스템 통합 자문 및 구축 서비스업,I,20221104,,
4799,6178103522,20210818,(주)***,박**,070 43513010,051 780 8157,48059,부산 해운대구 센텀북대로 60,"1807호 (재송동,센텀아이에스타워)",일반,중소기업,일반기업,58200,소프트웨어 개발 및 공급업,I,20221104,,
4800,1058106610,20210818,윈텍정보***,김**,02-2027-2732,02-2027-2731,08591,서울 금천구 가산디지털1로 2,"901호 (가산동,우림라이온스밸리2차)",일반,중소기업,일반기업,62021,컴퓨터시스템 통합 자문 및 구축 서비스업,I,20221104,,
4801,2208608809,20210818,(주)에이티앤에***,이**,02-3487-6682,02-3487-6683,06748,서울 서초구 양재천로21길 43,"3층 (양재동,대화빌딩)",일반,중소기업,일반기업,62020,"컴퓨터시스템 통합 자문, 구축 및 관리업",I,20221104,,
4802,5018605218,20210818,(주)제로원에***,송**,,,04066,서울특별시 마포구 와우산로 94,홍익아이디어누리 빅데이터센터 비214-1호 (상수동),일반,중소기업,일반기업,58221,시스템 소프트웨어 개발 및 공급업,I,20221104,,
